"","Full.Address","to","n","from","minutes","seconds","miles","row.number"
"290","335 SOMERVILLE AVE, Somerville, Massachusetts","42.3807802, -71.097997",1,"651 Somerville Ave, Somerville, MA 02143","3.38333333333333","203","0.736359",290
"291","337 SOMERVILLE AVE, Somerville, Massachusetts","42.381071, -71.098044",3,"651 Somerville Ave, Somerville, MA 02143","3.76666666666667","226","0.7431944",291
"292","338 SOMERVILLE AVE, Somerville, Massachusetts","42.380519, -71.098398",1,"651 Somerville Ave, Somerville, MA 02143","3.33333333333333","200","0.727038",292
"293","34 CALVIN ST, Somerville, Massachusetts","42.3774691, -71.1041579",2,"651 Somerville Ave, Somerville, MA 02143","3.78333333333333","227","0.7935278",293
"294","34 DAY ST, Somerville, Massachusetts","42.395078, -71.123945",1,"651 Somerville Ave, Somerville, MA 02143","6.45","387","1.1607752",294
"295","34 HEATH ST, Somerville, Massachusetts","42.394093, -71.094095",1,"651 Somerville Ave, Somerville, MA 02143","6.8","408","1.4981954",295
"296","34 HIGHLAND AVE, Somerville, Massachusetts","42.3852442, -71.0946989",1,"651 Somerville Ave, Somerville, MA 02143","5.16666666666667","310","1.1259768",296
"297","34 LINE ST, Somerville, Massachusetts","42.3771953, -71.1061333",2,"651 Somerville Ave, Somerville, MA 02143","4.86666666666667","292","0.8718242",297
"298","34 SUMMIT AVE, Somerville, Massachusetts","42.3841454, -71.0967745",1,"651 Somerville Ave, Somerville, MA 02143","5.33333333333333","320","1.1874954",298
"299","34- HIGHLAND AVE, Somerville, Massachusetts","42.3852442, -71.0946989",1,"651 Somerville Ave, Somerville, MA 02143","5.16666666666667","310","1.1259768",299
"300","343 BROADWAY, Somerville, Massachusetts","42.3936347, -71.0943702",1,"651 Somerville Ave, Somerville, MA 02143","7.73333333333333","464","1.5795988",300
"301","344 SOMERVILLE AVE, Somerville, Massachusetts","42.3806646, -71.0984401",1,"651 Somerville Ave, Somerville, MA 02143","3.25","195","0.7164742",301
"302","349 BROADWAY, Somerville, Massachusetts","42.3936152, -71.09511",1,"651 Somerville Ave, Somerville, MA 02143","7.83333333333333","470","1.609426",302
"303","35 CHARLESTOWN ST, Somerville, Massachusetts","42.376527, -71.0920211",3,"651 Somerville Ave, Somerville, MA 02143","6.98333333333333","419","1.2316148",303
"304","35 CHURCH ST, Somerville, Massachusetts","42.38179, -71.100026",1,"651 Somerville Ave, Somerville, MA 02143","3.83333333333333","230","0.9985898",304
"305","35 HAROLD ST, Somerville, Massachusetts","42.3771845, -71.1020147",1,"651 Somerville Ave, Somerville, MA 02143","4.51666666666667","271","0.9035156",305
"306","35 LINDEN ST, Somerville, Massachusetts","42.3771329, -71.0927682",1,"651 Somerville Ave, Somerville, MA 02143","6.36666666666667","382","1.1632608",306
"307","35 MCGRATH HWY, Somerville, Massachusetts","42.374453, -71.082686",1,"651 Somerville Ave, Somerville, MA 02143","11.0166666666667","661","2.314715",307
"308","35 MEDFORD ST, Somerville, Massachusetts","42.3744208, -71.0879085",3,"651 Somerville Ave, Somerville, MA 02143","7.61666666666667","457","1.4671254",308
"309","35 MEMORIAL RD, Somerville, Massachusetts","42.3969363, -71.0928374",1,"651 Somerville Ave, Somerville, MA 02143","9.16666666666667","550","1.8834634",309
"310","35 PUTNAM ST, Somerville, Massachusetts","42.384407, -71.097763",1,"651 Somerville Ave, Somerville, MA 02143","3.91666666666667","235","1.0352524",310
"311","353 SOMERVILLE AVE, Somerville, Massachusetts","42.381077, -71.0986",1,"651 Somerville Ave, Somerville, MA 02143","4.16666666666667","250","1.078129",311
"312","357 SOMERVILLE AVE, Somerville, Massachusetts","42.3811419, -71.098793",1,"651 Somerville Ave, Somerville, MA 02143","4.13333333333333","248","1.0725364",312
"313","36 CEDAR ST, Somerville, Massachusetts","42.389544, -71.1145273",1,"651 Somerville Ave, Somerville, MA 02143","2.95","177","0.6456346",313
"314","36 CENTRAL ST, Somerville, Massachusetts","42.385526, -71.1054603",1,"651 Somerville Ave, Somerville, MA 02143","1.95","117","0.4169594",314
"315","36 OAK ST, Somerville, Massachusetts","42.3757242, -71.0986469",1,"651 Somerville Ave, Somerville, MA 02143","6.96666666666667","418","1.388829",315
"316","36 PUTNAM ST, Somerville, Massachusetts","42.384617, -71.098291",1,"651 Somerville Ave, Somerville, MA 02143","3.91666666666667","235","1.0358738",316
"317","36 STONE AVE, Somerville, Massachusetts","42.3808392, -71.095174",1,"651 Somerville Ave, Somerville, MA 02143","7.48333333333333","449","1.2912692",317
"318","360 MYSTIC AVE, Somerville, Massachusetts","42.3936864, -71.0873528",1,"651 Somerville Ave, Somerville, MA 02143","9.53333333333333","572","1.9151548",318
"319","360 SOMERVILLE AVE, Somerville, Massachusetts","42.3808806, -71.0991172",1,"651 Somerville Ave, Somerville, MA 02143","3.21666666666667","193","0.6847828",319
"320","366 SOMERVILLE AVE, Somerville, Massachusetts","42.380767, -71.099419",1,"651 Somerville Ave, Somerville, MA 02143","3.31666666666667","199","0.6965894",320
"321","37 CEDAR ST, Somerville, Massachusetts","42.3894035, -71.114186",1,"651 Somerville Ave, Somerville, MA 02143","2.65","159","0.6263712",321
"322","37 QUINCY ST, Somerville, Massachusetts","42.3832305, -71.1000024",1,"651 Somerville Ave, Somerville, MA 02143","3.15","189","0.6767046",322
"323","37 SYDNEY ST, Somerville, Massachusetts","42.3944489, -71.0893849",1,"651 Somerville Ave, Somerville, MA 02143","8.51666666666667","511","1.8318872",323
"324","37 UNION SQ, Somerville, Massachusetts","42.3801755, -71.0969606",1,"651 Somerville Ave, Somerville, MA 02143","3.8","228","0.8028488",324
"325","374 SOMERVILLE AVE, Somerville, Massachusetts","42.3810387, -71.0997946",1,"651 Somerville Ave, Somerville, MA 02143","3.13333333333333","188","0.6518486",325
"326","378 WASHINGTON ST, Somerville, Massachusetts","42.3785715, -71.1044905",1,"651 Somerville Ave, Somerville, MA 02143","3.4","204","0.730145",326
"327","379 BROADWAY, Somerville, Massachusetts","42.3946452, -71.096732",2,"651 Somerville Ave, Somerville, MA 02143","7.65","459","1.5242942",327
"328","38 IBBETSON ST, Somerville, Massachusetts","42.3860813, -71.1116287",1,"651 Somerville Ave, Somerville, MA 02143","1.1","66","0.1454076",328
"329","38 MEDFORD ST, Somerville, Massachusetts","42.3744741, -71.0883011",1,"651 Somerville Ave, Somerville, MA 02143","7.58333333333333","455","1.4578044",329
"330","38 WYATT ST, Somerville, Massachusetts","42.3771537, -71.1012099",1,"651 Somerville Ave, Somerville, MA 02143","4.93333333333333","296","1.0085322",330
"331","380 SOMERVILLE AVE, Somerville, Massachusetts","42.3811629, -71.1000225",1,"651 Somerville Ave, Somerville, MA 02143","3.13333333333333","188","0.6481202",331
"332","383 BROADWAY, Somerville, Massachusetts","42.3947697, -71.0969157",1,"651 Somerville Ave, Somerville, MA 02143","6.7","402","1.4111994",332
"333","388 SOMERVILLE AVE, Somerville, Massachusetts","42.381202, -71.100376",1,"651 Somerville Ave, Somerville, MA 02143","2.86666666666667","172","0.6145646",333
"334","39 HOUGHTON ST, Somerville, Massachusetts","42.3750026, -71.0991998",1,"651 Somerville Ave, Somerville, MA 02143","6.43333333333333","386","1.3310388",334
